original_text,tokens,labels
ይህ የሁሉም ቤት ችግር ነው  የበርካታ ቤቶች እውነት ነው ደግሞ ደጋግሞ ግርግዳውን ማጽዳት እና እንደገና መቀባት እንዲቀር መፍትሔው ልጆችን ግድግዳ ላይ መጻፍ የሚያስረሳ ጥቅል ከመነሻዬ ያገኛሉ። ኤሌክትሮኒክ ሰሌዳ፣ በ ሰሌዳ ፣ መጽሀፍት ልጆች እዛው ላይ እየፃፉና እያጠፉ እየተዝናኑ የሚለማመዱባቸው በተጨማሪም ባለ ድምፅ መማሪያ መነሻዬ ፓድ፣ የሰዓት መማሪያ ቦርድ ሁሉንም በአንድ ላይ የያዘ ጥቅል በአንድ ድንጋይ እንዲሉ ማለት ይህ አይደል መነሻዬ ልጆችዎ የማንበብ ፣ መፃፍ ፣ ማዳመጥ እና ማንበብ ችሎታቸውን በተቀናጀ መልኩ በምስል ፣ በድምፅና በተግባር የሚለማመዱበትን አስደናቂ ጥቅል ለልጆችዎ  ለማዘዝ ይደውሉልን ገላግሌ,"['ይህ', 'የሁሉም', 'ቤት', 'ችግር', 'ነው', 'የበርካታ', 'ቤቶች', 'እውነት', 'ነው', 'ደግሞ', 'ደጋግሞ', 'ግርግዳውን', 'ማጽዳት', 'እና', 'እንደገና', 'መቀባት', 'እንዲቀር', 'መፍትሔው', 'ልጆችን', 'ግድግዳ', 'ላይ', 'መጻፍ', 'የሚያስረሳ', 'ጥቅል', 'ከመነሻዬ', 'ያገኛሉ።', 'ኤሌክትሮኒክ', 'ሰሌዳ፣', 'በ', 'ሰሌዳ', '፣', 'መጽሀፍት', 'ልጆች', 'እዛው', 'ላይ', 'እየፃፉና', 'እያጠፉ', 'እየተዝናኑ', 'የሚለማመዱባቸው', 'በተጨማሪም', 'ባለ', 'ድምፅ', 'መማሪያ', 'መነሻዬ', 'ፓድ፣', 'የሰዓት', 'መማሪያ', 'ቦርድ', 'ሁሉንም', 'በአንድ', 'ላይ', 'የያዘ', 'ጥቅል', 'በአንድ', 'ድንጋይ', 'እንዲሉ', 'ማለት', 'ይህ', 'አይደል', 'መነሻዬ', 'ልጆችዎ', 'የማንበብ', '፣', 'መፃፍ', '፣', 'ማዳመጥ', 'እና', 'ማንበብ', 'ችሎታቸውን', 'በተቀናጀ', 'መልኩ', 'በምስል', '፣', 'በድምፅና', 'በተግባር', 'የሚለማመዱበትን', 'አስደናቂ', 'ጥቅል', 'ለልጆችዎ', 'ለማዘዝ', 'ይደውሉልን', 'ገላግሌ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
እስከዛ የልጆች ፖፖ ዳይፐር ወደዛ አለልኝ እስከዛ ለልጆች ምቹ የሆነ ልዩ ዲዛይን የልጆዎን ደህንነት የሚጠብቅ ማይቀዘቅዝ እና የማይቆረቁር በጣም ጠንካራ ለማፅዳት አመቺ እና በቀላሉ የሚነቃቀል የተረጋገጠ የ አንድ ዓመት ዋስትና እንሰጣለን ይዘዙን ያሉበት ድረስ እናመጣለን  ውድ ደንበኛችን በስራችን ላይ ሀሳብ እና አስተያየት ካለዎት በዚህ ስልክ ደዉለዉ ያሳዉቁን። አድራሻ ፦ ጉርድ ሾላ ሆሊ ሲቲ ሴንተር ኛ ፎቅ ፒያሳ ካንትሪ ታወር ኛ ፎቅ፤ ጀሞ ደሊና ህንፃ ምድር ላይ ውልና ማስረጃ ያለበት ህንፃ ገርጂ መብራት ሃይል ፋውንቴን ህንፃ ፊት ለፊት የተረጋገጠ የ አንድ ዓመት ዋስትና እንሰጣለን  ቲክቶክ ቻናል ወይም ፌስቡክ ገፃችንን ይጎብኙ ቲክቶክ  ፌስቡክ፡  ዌብሳይት፡ የልጅ ልጅ ደስታ,"['እስከዛ', 'የልጆች', 'ፖፖ', 'ዳይፐር', 'ወደዛ', 'አለልኝ', 'እስከዛ', 'ለልጆች', 'ምቹ', 'የሆነ', 'ልዩ', 'ዲዛይን', 'የልጆዎን', 'ደህንነት', 'የሚጠብቅ', 'ማይቀዘቅዝ', 'እና', 'የማይቆረቁር', 'በጣም', 'ጠንካራ', 'ለማፅዳት', 'አመቺ', 'እና', 'በቀላሉ', 'የሚነቃቀል', 'የተረጋገጠ', 'የ', 'አንድ', 'ዓመት', 'ዋስትና', 'እንሰጣለን', 'ይዘዙን', 'ያሉበት', 'ድረስ', 'እናመጣለን', 'ውድ', 'ደንበኛችን', 'በስራችን', 'ላይ', 'ሀሳብ', 'እና', 'አስተያየት', 'ካለዎት', 'በዚህ', 'ስልክ', 'ደዉለዉ', 'ያሳዉቁን።', 'አድራሻ', '፦', 'ጉርድ', 'ሾላ', 'ሆሊ', 'ሲቲ', 'ሴንተር', 'ኛ', 'ፎቅ', 'ፒያሳ', 'ካንትሪ', 'ታወር', 'ኛ', 'ፎቅ፤', 'ጀሞ', 'ደሊና', 'ህንፃ', 'ምድር', 'ላይ', 'ውልና', 'ማስረጃ', 'ያለበት', 'ህንፃ', 'ገርጂ', 'መብራት', 'ሃይል', 'ፋውንቴን', 'ህንፃ', 'ፊት', 'ለፊት', 'የተረጋገጠ', 'የ', 'አንድ', 'ዓመት', 'ዋስትና', 'እንሰጣለን', 'ቲክቶክ', 'ቻናል', 'ወይም', 'ፌስቡክ', 'ገፃችንን', 'ይጎብኙ', 'ቲክቶክ', 'ፌስቡክ፡', 'ዌብሳይት፡', 'የልጅ', 'ልጅ', 'ደስታ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'B-LOC', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'B-LOC', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT']"
መነሻዬ ድክድክ ለልጆዎ አፍ ማስፈቻ የሚሆን እና አማርኛና እንግሊዘኛ በቀላሉ ማንበብና መፃፍ የሚያስችል ባለድምጽ የልጆች መመሪያ በአማርኛና በእንግሊዝኛ መማሪያ ካርዶች ያሉት ለበለጠ መረጃ ከታች ያለውን ድህረ ገጽ ይጫኑ  ይደውሉ ወይም ያሉበት እንደርሳለን አዳዲስ ምርቶችን ከፈለጉ ቴሌግራም ቻናላችንን በመቀላቀል ቤተሰብ ይሁኑ መነሻዬ,"['መነሻዬ', 'ድክድክ', 'ለልጆዎ', 'አፍ', 'ማስፈቻ', 'የሚሆን', 'እና', 'አማርኛና', 'እንግሊዘኛ', 'በቀላሉ', 'ማንበብና', 'መፃፍ', 'የሚያስችል', 'ባለድምጽ', 'የልጆች', 'መመሪያ', 'በአማርኛና', 'በእንግሊዝኛ', 'መማሪያ', 'ካርዶች', 'ያሉት', 'ለበለጠ', 'መረጃ', 'ከታች', 'ያለውን', 'ድህረ', 'ገጽ', 'ይጫኑ', 'ይደውሉ', 'ወይም', 'ያሉበት', 'እንደርሳለን', 'አዳዲስ', 'ምርቶችን', 'ከፈለጉ', 'ቴሌግራም', 'ቻናላችንን', 'በመቀላቀል', 'ቤተሰብ', 'ይሁኑ', 'መነሻዬ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
በገላግሌ የስጋ መፍጫ በሁሉም ማጀት ሊኖር የሚገባ ለስጋ ለጨጓራ ለጎመን ክትፎ አቻ የማይገኝት ቤትዎ ሆነው ስጋን ያለ ኤሌክትሪክ ይፍጩ ዋጋ ብር የተረጋገጠ የ አንድ ዓመት ዋስትና እንሰጣለን ይዘዙን ያሉበት ድረስ እናመጣለን በሱቆቻችን እና በኤግዚቢሽን፤ ሚሊኒየምና በአዳማ ባዛር ያገኙናል  ውድ ደንበኛችን በስራችን ላይ ሀሳብ እና አስተያየት ካለዎት በዚህ ስልክ ደዉለዉ ያሳዉቁን። ቲክቶክ ቻናል ወይም ፌስቡክ ገፃችንን ይጎብኙ ቲክቶክ  ፌስቡክ፡  ዌብሳይት፡  ገላግሌ ስጋመፍጫ ገላግሌ ስጋ መፍጫ ክትፎ,"['በገላግሌ', 'የስጋ', 'መፍጫ', 'በሁሉም', 'ማጀት', 'ሊኖር', 'የሚገባ', 'ለስጋ', 'ለጨጓራ', 'ለጎመን', 'ክትፎ', 'አቻ', 'የማይገኝት', 'ቤትዎ', 'ሆነው', 'ስጋን', 'ያለ', 'ኤሌክትሪክ', 'ይፍጩ', 'ዋጋ', 'ብር', 'የተረጋገጠ', 'የ', 'አንድ', 'ዓመት', 'ዋስትና', 'እንሰጣለን', 'ይዘዙን', 'ያሉበት', 'ድረስ', 'እናመጣለን', 'በሱቆቻችን', 'እና', 'በኤግዚቢሽን፤', 'ሚሊኒየምና', 'በአዳማ', 'ባዛር', 'ያገኙናል', 'ውድ', 'ደንበኛችን', 'በስራችን', 'ላይ', 'ሀሳብ', 'እና', 'አስተያየት', 'ካለዎት', 'በዚህ', 'ስልክ', 'ደዉለዉ', 'ያሳዉቁን።', 'ቲክቶክ', 'ቻናል', 'ወይም', 'ፌስቡክ', 'ገፃችንን', 'ይጎብኙ', 'ቲክቶክ', 'ፌስቡክ፡', 'ዌብሳይት፡', 'ገላግሌ', 'ስጋመፍጫ', 'ገላግሌ', 'ስጋ', 'መፍጫ', 'ክትፎ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT']"
ሁሉንም በአንድ የያዘ የልጆች መጫወቻ ለበለጠ መረጃ ከታች ያለውን ማስፈንጠሪያ ይጫኑ  ይደውሉ ወይም ያሉበት እንደርሳለን,"['ሁሉንም', 'በአንድ', 'የያዘ', 'የልጆች', 'መጫወቻ', 'ለበለጠ', 'መረጃ', 'ከታች', 'ያለውን', 'ማስፈንጠሪያ', 'ይጫኑ', 'ይደውሉ', 'ወይም', 'ያሉበት', 'እንደርሳለን']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
አድራሻሜክሲኮ ኮሜርስ ጀርባ መዚድ ፕላዛ የመጀመሪያ ደረጃ እንደወጡ የቢሮ ቁጥር ያገኙናል,"['አድራሻሜክሲኮ', 'ኮሜርስ', 'ጀርባ', 'መዚድ', 'ፕላዛ', 'የመጀመሪያ', 'ደረጃ', 'እንደወጡ', 'የቢሮ', 'ቁጥር', 'ያገኙናል']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
አድራሻሜክሲኮ ኮሜርስ ጀርባ መዚድ ፕላዛ የመጀመሪያ ደረጃ እንደወጡ የቢሮ ቁጥር ያገኙናል,"['አድራሻሜክሲኮ', 'ኮሜርስ', 'ጀርባ', 'መዚድ', 'ፕላዛ', 'የመጀመሪያ', 'ደረጃ', 'እንደወጡ', 'የቢሮ', 'ቁጥር', 'ያገኙናል']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
አድራሻሜክሲኮ ኮሜርስ ጀርባ መዚድ ፕላዛ የመጀመሪያ ደረጃ እንደወጡ የቢሮ ቁጥር ያገኙናል,"['አድራሻሜክሲኮ', 'ኮሜርስ', 'ጀርባ', 'መዚድ', 'ፕላዛ', 'የመጀመሪያ', 'ደረጃ', 'እንደወጡ', 'የቢሮ', 'ቁጥር', 'ያገኙናል']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
አድራሻሜክሲኮ ኮሜርስ ጀርባ መዚድ ፕላዛ የመጀመሪያ ደረጃ እንደወጡ የቢሮ ቁጥር ያገኙናል,"['አድራሻሜክሲኮ', 'ኮሜርስ', 'ጀርባ', 'መዚድ', 'ፕላዛ', 'የመጀመሪያ', 'ደረጃ', 'እንደወጡ', 'የቢሮ', 'ቁጥር', 'ያገኙናል']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
አድራሻሜክሲኮ ኮሜርስ ጀርባ መዚድ ፕላዛ የመጀመሪያ ደረጃ እንደወጡ የቢሮ ቁጥር ያገኙናል,"['አድራሻሜክሲኮ', 'ኮሜርስ', 'ጀርባ', 'መዚድ', 'ፕላዛ', 'የመጀመሪያ', 'ደረጃ', 'እንደወጡ', 'የቢሮ', 'ቁጥር', 'ያገኙናል']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
አድራሻሜክሲኮ ኮሜርስ ጀርባ መዚድ ፕላዛ የመጀመሪያ ደረጃ እንደወጡ የቢሮ ቁጥር ያገኙናል,"['አድራሻሜክሲኮ', 'ኮሜርስ', 'ጀርባ', 'መዚድ', 'ፕላዛ', 'የመጀመሪያ', 'ደረጃ', 'እንደወጡ', 'የቢሮ', 'ቁጥር', 'ያገኙናል']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
